email,genero,faixa_etaria,escolaridade_categoria,renda_media,profissao_categoria,onde_acompanha_conteudo,nivel_idioma,fala_outro_idioma_categoria,motivo_fluencia_espanhol_categoria,problema_aprender_categoria,investir_portal_vhe,tempo_antes_redes_sociais,fez_curso_espanhol,ouviu_falar_portal_vhe,lancamentos,leadscore_estimado_total,faixa_predita_por_regressao,possivel_comprador_regressivo
lead699@exemplo.com,Masculino,35 - 44,Fundamental completo,De 1.500 a 2.500,Outros,Facebook,Perdido,Inglês Básico,Trabalho,Falta de disciplina / foco,Não,>6 meses,Sim,Não,L2-25,2118.6,D,False
lead700@exemplo.com,Feminino,18 - 24,Superior completo,De 1.500 a 2.500,Outros,Facebook,Perdido,Não Fala Outro Idioma,Viagem,Falta de curso presencial / professor ao vivo,Não,>6 meses,Sim,Sim,L2-25,3420.35,B,True
lead701@exemplo.com,Feminino,35 - 44,Médio incompleto,Até 1.500,Tecnologia,Instagram,Intermediário,Inglês Básico,Intercâmbio,Falta de curso presencial / professor ao vivo,Não,<1 mês,Não,Sim,L2-25,2532.76,D,False
lead702@exemplo.com,Masculino,35 - 44,Fundamental completo,De 2.500 a 5.000,Docência,Facebook,Perdido,Inglês Básico,Trabalho,Falta de disciplina / foco,Não,>6 meses,Não,Não,L2-25,2208.0,D,False
lead703@exemplo.com,Feminino,44 - 55,Médio completo,De 5.000 a 10.000,Tecnologia,YouTube,Avançado,Outros,Pessoal,Nada impede,Sim,<1 mês,Não,Não,L2-25,2763.31,C,False
lead704@exemplo.com,Feminino,25 - 34,Pós-graduação completa,De 5.000 a 10.000,Saúde,Facebook,Perdido,Inglês Intermediário ou Avançado,Viagem,Falta de disciplina / foco,Sim,3-6 meses,Não,Não,L2-25,3570.54,B,True
lead705@exemplo.com,Masculino,44 - 55,Pós-graduação completa,De 5.000 a 10.000,Empreendedorismo,Outros,Perdido,Não Fala Outro Idioma,Intercâmbio,Falta de prática / escuta,Não,<1 mês,Sim,Não,L2-25,3375.71,C,False
lead706@exemplo.com,Masculino,35 - 44,Médio incompleto,Mais de 10.000,Docência,Não acompanhava,Intermediário,Outros,Trabalho,Falta de disciplina / foco,Não,<1 mês,Sim,Sim,L2-25,2723.65,C,False
lead707@exemplo.com,Masculino,+55,Superior completo,Mais de 10.000,Outros,Instagram,Intermediário,Outros,Trabalho,Nada impede,Sim,1-3 meses,Não,Não,L2-25,2873.15,C,False
lead708@exemplo.com,Masculino,+55,Médio completo,De 1.500 a 2.500,Docência,Instagram,Iniciante (voltando),Outros,Trabalho,Falta de curso presencial / professor ao vivo,Sim,>6 meses,Não,Não,L2-25,2148.15,D,False
lead709@exemplo.com,Feminino,35 - 44,Médio incompleto,De 1.500 a 2.500,Administrativo,YouTube,Avançado,Inglês Intermediário ou Avançado,Intercâmbio,Falta de curso presencial / professor ao vivo,Sim,<1 mês,Não,Não,L2-25,2827.44,C,False
lead710@exemplo.com,Feminino,35 - 44,Pós-graduação completa,De 1.500 a 2.500,Docência,Não acompanhava,Intermediário,Inglês Básico,Todas Alternativas Acima,Outros,Não,>6 meses,Não,Não,L2-25,3073.02,C,False
lead711@exemplo.com,Masculino,25 - 34,Pós-graduação completa,De 5.000 a 10.000,Outros,Facebook,Iniciante (voltando),Não Fala Outro Idioma,Todas Alternativas Acima,Nada impede,Não,3-6 meses,Não,Não,L2-25,3424.45,B,True
lead712@exemplo.com,Feminino,44 - 55,Fundamental completo,De 1.500 a 2.500,Vendas,Facebook,Avançado,Outros,Trabalho,Falta de disciplina / foco,Sim,3-6 meses,Não,Sim,L2-25,2582.52,D,False
lead713@exemplo.com,Masculino,44 - 55,Superior completo,De 5.000 a 10.000,Tecnologia,YouTube,Intermediário,Não Fala Outro Idioma,Todas Alternativas Acima,Falta de curso presencial / professor ao vivo,Sim,3-6 meses,Não,Não,L2-25,3364.06,C,False
lead714@exemplo.com,Masculino,+55,Médio completo,De 5.000 a 10.000,CLT,Outros,Intermediário,Inglês Básico,Pessoal,Outros,Não,>6 meses,Sim,Não,L2-25,2358.72,D,False
lead715@exemplo.com,Masculino,+55,Fundamental completo,Mais de 10.000,Docência,Outros,Perdido,Inglês Intermediário ou Avançado,Intercâmbio,Nada impede,Sim,>6 meses,Não,Não,L2-25,2972.5,C,False
lead716@exemplo.com,Feminino,44 - 55,Médio completo,De 1.500 a 2.500,Empreendedorismo,Não acompanhava,Avançado,Inglês Básico,Trabalho,Nada impede,Não,>6 meses,Não,Sim,L2-25,2451.92,D,False
lead717@exemplo.com,Feminino,35 - 44,Fundamental completo,De 1.500 a 2.500,CLT,Facebook,Iniciante (voltando),Outros,Pessoal,Falta de prática / escuta,Não,<1 mês,Sim,Não,L2-25,2596.79,D,False
lead718@exemplo.com,Masculino,44 - 55,Médio incompleto,De 5.000 a 10.000,Administrativo,Facebook,Intermediário,Outros,Todas Alternativas Acima,Falta de disciplina / foco,Não,>6 meses,Não,Não,L2-25,2499.05,D,False
lead719@exemplo.com,Masculino,18 - 24,Pós-graduação completa,Não tenho renda.,Outros,YouTube,Avançado,Inglês Básico,Pessoal,Outros,Sim,1-3 meses,Sim,Sim,L2-25,2146.69,D,False
lead720@exemplo.com,Feminino,35 - 44,Superior completo,Até 1.500,Docência,Facebook,Iniciante (voltando),Não Fala Outro Idioma,Viagem,Falta de disciplina / foco,Sim,1-3 meses,Sim,Sim,L2-25,3537.23,B,True
lead721@exemplo.com,Masculino,+55,Pós-graduação completa,Não tenho renda.,Administrativo,YouTube,Perdido,Não Fala Outro Idioma,Todas Alternativas Acima,Falta de disciplina / foco,Não,1-3 meses,Não,Não,L2-25,3063.36,C,False
lead722@exemplo.com,Feminino,+55,Médio completo,Até 1.500,CLT,Não acompanhava,Perdido,Outros,Todas Alternativas Acima,Nada impede,Não,1-3 meses,Sim,Não,L2-25,2380.3,D,False
lead723@exemplo.com,Masculino,18 - 24,Superior completo,Não tenho renda.,CLT,YouTube,Avançado,Inglês Básico,Todas Alternativas Acima,Falta de curso presencial / professor ao vivo,Sim,>6 meses,Sim,Não,L2-25,2031.27,D,False
lead724@exemplo.com,Feminino,18 - 24,Fundamental completo,De 5.000 a 10.000,CLT,YouTube,Avançado,Outros,Todas Alternativas Acima,Falta de disciplina / foco,Sim,<1 mês,Sim,Não,L2-25,2614.52,D,False
lead725@exemplo.com,Masculino,25 - 34,Superior completo,De 2.500 a 5.000,Tecnologia,YouTube,Intermediário,Não Fala Outro Idioma,Trabalho,Nada impede,Não,1-3 meses,Não,Não,L2-25,3194.17,C,False
lead726@exemplo.com,Masculino,44 - 55,Médio incompleto,Não tenho renda.,Outros,Facebook,Intermediário,Outros,Todas Alternativas Acima,Falta de disciplina / foco,Sim,<1 mês,Sim,Não,L2-25,1960.49,D,False
lead727@exemplo.com,Masculino,18 - 24,Médio completo,Mais de 10.000,CLT,Outros,Intermediário,Outros,Pessoal,Outros,Sim,3-6 meses,Sim,Sim,L2-25,2692.61,C,False
lead728@exemplo.com,Feminino,+55,Pós-graduação completa,De 1.500 a 2.500,Administrativo,Outros,Perdido,Outros,Viagem,Falta de prática / escuta,Não,3-6 meses,Não,Não,L2-25,3138.9,C,False
lead729@exemplo.com,Feminino,44 - 55,Fundamental completo,Até 1.500,Administrativo,YouTube,Intermediário,Inglês Básico,Pessoal,Outros,Sim,1-3 meses,Não,Não,L2-25,2574.56,D,False
lead730@exemplo.com,Feminino,+55,Fundamental completo,Não tenho renda.,CLT,Não acompanhava,Iniciante (voltando),Inglês Intermediário ou Avançado,Intercâmbio,Outros,Não,3-6 meses,Sim,Não,L2-25,2587.37,D,False
lead731@exemplo.com,Feminino,44 - 55,Superior completo,Mais de 10.000,Vendas,Não acompanhava,Iniciante (voltando),Inglês Intermediário ou Avançado,Todas Alternativas Acima,Falta de disciplina / foco,Sim,>6 meses,Sim,Não,L2-25,3346.64,C,False
lead732@exemplo.com,Feminino,18 - 24,Fundamental completo,Até 1.500,Administrativo,Outros,Perdido,Inglês Básico,Todas Alternativas Acima,Nada impede,Sim,3-6 meses,Sim,Sim,L2-25,2205.49,D,False
lead733@exemplo.com,Feminino,18 - 24,Superior completo,De 2.500 a 5.000,CLT,Outros,Avançado,Inglês Básico,Intercâmbio,Falta de curso presencial / professor ao vivo,Sim,3-6 meses,Não,Não,L2-25,2719.33,C,False
lead734@exemplo.com,Feminino,25 - 34,Médio incompleto,De 5.000 a 10.000,Vendas,Não acompanhava,Avançado,Inglês Básico,Todas Alternativas Acima,Nada impede,Não,<1 mês,Sim,Sim,L2-25,2598.57,D,False
lead735@exemplo.com,Feminino,44 - 55,Médio completo,De 2.500 a 5.000,Saúde,Outros,Intermediário,Inglês Básico,Trabalho,Nada impede,Não,3-6 meses,Não,Sim,L2-25,2780.15,C,False
lead736@exemplo.com,Masculino,35 - 44,Médio completo,De 5.000 a 10.000,Saúde,Instagram,Intermediário,Outros,Viagem,Falta de prática / escuta,Sim,3-6 meses,Não,Não,L2-25,2493.53,D,False
lead737@exemplo.com,Masculino,35 - 44,Fundamental completo,De 2.500 a 5.000,Saúde,Instagram,Perdido,Inglês Intermediário ou Avançado,Todas Alternativas Acima,Outros,Sim,<1 mês,Não,Sim,L2-25,2510.45,D,False
lead738@exemplo.com,Feminino,35 - 44,Pós-graduação completa,De 1.500 a 2.500,Empreendedorismo,Não acompanhava,Avançado,Outros,Intercâmbio,Falta de curso presencial / professor ao vivo,Sim,1-3 meses,Sim,Sim,L2-25,2918.04,C,False
lead739@exemplo.com,Feminino,25 - 34,Médio incompleto,De 1.500 a 2.500,Tecnologia,Outros,Avançado,Inglês Intermediário ou Avançado,Viagem,Outros,Não,3-6 meses,Sim,Não,L2-25,2789.32,C,False
lead740@exemplo.com,Masculino,35 - 44,Pós-graduação completa,Até 1.500,Empreendedorismo,Instagram,Perdido,Inglês Intermediário ou Avançado,Viagem,Falta de curso presencial / professor ao vivo,Sim,>6 meses,Sim,Não,L2-25,2579.06,D,False
lead741@exemplo.com,Masculino,+55,Médio incompleto,Não tenho renda.,Docência,Instagram,Iniciante (voltando),Outros,Viagem,Falta de prática / escuta,Não,<1 mês,Não,Não,L2-25,2012.06,D,False
lead742@exemplo.com,Masculino,25 - 34,Fundamental completo,De 1.500 a 2.500,Empreendedorismo,Facebook,Iniciante (voltando),Outros,Viagem,Nada impede,Não,1-3 meses,Não,Não,L2-25,2138.79,D,False
lead743@exemplo.com,Masculino,18 - 24,Superior completo,Não tenho renda.,Outros,Não acompanhava,Avançado,Inglês Básico,Pessoal,Nada impede,Não,>6 meses,Não,Não,L2-25,1525.04,D,False
lead744@exemplo.com,Masculino,35 - 44,Pós-graduação completa,Até 1.500,Outros,Não acompanhava,Intermediário,Inglês Intermediário ou Avançado,Intercâmbio,Falta de disciplina / foco,Não,>6 meses,Não,Não,L2-25,2616.21,D,False
lead745@exemplo.com,Masculino,35 - 44,Fundamental completo,Até 1.500,Tecnologia,Facebook,Iniciante (voltando),Inglês Básico,Intercâmbio,Outros,Não,>6 meses,Sim,Sim,L2-25,1940.23,D,False
lead746@exemplo.com,Masculino,25 - 34,Superior completo,De 1.500 a 2.500,Outros,Instagram,Iniciante (voltando),Não Fala Outro Idioma,Viagem,Falta de disciplina / foco,Sim,3-6 meses,Sim,Sim,L2-25,2984.81,C,False
lead747@exemplo.com,Feminino,18 - 24,Médio completo,De 5.000 a 10.000,Administrativo,Facebook,Perdido,Não Fala Outro Idioma,Pessoal,Outros,Sim,<1 mês,Não,Sim,L2-25,3697.41,B,True
lead748@exemplo.com,Feminino,44 - 55,Pós-graduação completa,De 2.500 a 5.000,Outros,Outros,Avançado,Inglês Básico,Intercâmbio,Falta de disciplina / foco,Não,>6 meses,Não,Não,L2-25,3088.08,C,False
lead749@exemplo.com,Feminino,25 - 34,Pós-graduação completa,De 1.500 a 2.500,Outros,Outros,Avançado,Não Fala Outro Idioma,Pessoal,Falta de disciplina / foco,Sim,1-3 meses,Sim,Sim,L2-25,3684.81,B,True
lead750@exemplo.com,Masculino,18 - 24,Superior completo,Não tenho renda.,Empreendedorismo,Não acompanhava,Avançado,Inglês Básico,Todas Alternativas Acima,Falta de curso presencial / professor ao vivo,Não,>6 meses,Não,Não,L2-25,1653.3,D,False
lead751@exemplo.com,Masculino,25 - 34,Médio completo,Não tenho renda.,Vendas,YouTube,Perdido,Outros,Todas Alternativas Acima,Falta de curso presencial / professor ao vivo,Não,>6 meses,Não,Sim,L2-25,2101.82,D,False
lead752@exemplo.com,Feminino,25 - 34,Superior incompleto,De 1.500 a 2.500,Vendas,Não acompanhava,Avançado,Inglês Intermediário ou Avançado,Viagem,Falta de disciplina / foco,Não,<1 mês,Sim,Não,L2-25,2707.86,C,False
lead753@exemplo.com,Masculino,18 - 24,Superior incompleto,Até 1.500,Outros,Instagram,Avançado,Inglês Intermediário ou Avançado,Intercâmbio,Falta de prática / escuta,Sim,1-3 meses,Sim,Não,L2-25,2213.63,D,False
lead754@exemplo.com,Feminino,18 - 24,Fundamental completo,De 5.000 a 10.000,Saúde,Instagram,Intermediário,Inglês Básico,Viagem,Outros,Sim,3-6 meses,Não,Não,L2-25,2709.0,C,False
lead755@exemplo.com,Masculino,35 - 44,Superior incompleto,De 1.500 a 2.500,Outros,Facebook,Perdido,Não Fala Outro Idioma,Trabalho,Falta de curso presencial / professor ao vivo,Sim,3-6 meses,Sim,Não,L2-25,2887.57,C,False
lead756@exemplo.com,Masculino,25 - 34,Superior completo,De 2.500 a 5.000,Administrativo,Não acompanhava,Avançado,Não Fala Outro Idioma,Intercâmbio,Falta de prática / escuta,Não,<1 mês,Não,Não,L2-25,3050.16,C,False
lead757@exemplo.com,Feminino,25 - 34,Médio incompleto,De 1.500 a 2.500,Outros,Instagram,Intermediário,Inglês Básico,Intercâmbio,Falta de disciplina / foco,Não,3-6 meses,Sim,Sim,L2-25,2585.14,D,False
lead758@exemplo.com,Feminino,44 - 55,Superior incompleto,Até 1.500,Empreendedorismo,Outros,Avançado,Inglês Básico,Viagem,Outros,Não,<1 mês,Sim,Não,L2-25,2262.76,D,False
lead759@exemplo.com,Masculino,44 - 55,Superior completo,Não tenho renda.,Empreendedorismo,YouTube,Iniciante (voltando),Não Fala Outro Idioma,Todas Alternativas Acima,Outros,Sim,3-6 meses,Não,Não,L2-25,2937.0,C,False
lead760@exemplo.com,Masculino,35 - 44,Pós-graduação completa,Não tenho renda.,Administrativo,Facebook,Iniciante (voltando),Não Fala Outro Idioma,Viagem,Outros,Não,>6 meses,Sim,Não,L2-25,3121.5,C,False
lead761@exemplo.com,Masculino,+55,Fundamental completo,De 1.500 a 2.500,Outros,Não acompanhava,Perdido,Inglês Intermediário ou Avançado,Viagem,Nada impede,Sim,3-6 meses,Não,Não,L2-25,2269.38,D,False
lead762@exemplo.com,Masculino,18 - 24,Fundamental completo,Até 1.500,Vendas,Instagram,Intermediário,Inglês Básico,Todas Alternativas Acima,Falta de prática / escuta,Não,>6 meses,Não,Não,L2-25,2009.53,D,False
lead763@exemplo.com,Masculino,25 - 34,Médio completo,De 5.000 a 10.000,Vendas,Facebook,Perdido,Não Fala Outro Idioma,Pessoal,Falta de prática / escuta,Não,3-6 meses,Não,Não,L2-25,3191.59,C,False
lead764@exemplo.com,Masculino,18 - 24,Médio incompleto,Mais de 10.000,Administrativo,Não acompanhava,Perdido,Inglês Intermediário ou Avançado,Viagem,Outros,Não,1-3 meses,Não,Não,L2-25,2456.86,D,False
lead765@exemplo.com,Masculino,18 - 24,Pós-graduação completa,Até 1.500,CLT,Instagram,Intermediário,Inglês Intermediário ou Avançado,Trabalho,Falta de disciplina / foco,Não,<1 mês,Sim,Não,L2-25,2679.44,C,False
lead766@exemplo.com,Masculino,+55,Médio incompleto,Mais de 10.000,Outros,Facebook,Intermediário,Não Fala Outro Idioma,Trabalho,Falta de curso presencial / professor ao vivo,Não,3-6 meses,Não,Não,L2-25,3487.45,B,True
lead767@exemplo.com,Masculino,35 - 44,Médio completo,De 5.000 a 10.000,Saúde,Facebook,Intermediário,Inglês Básico,Viagem,Falta de curso presencial / professor ao vivo,Sim,1-3 meses,Não,Sim,L2-25,2493.53,D,False
lead768@exemplo.com,Feminino,44 - 55,Superior incompleto,De 5.000 a 10.000,Docência,Outros,Intermediário,Inglês Intermediário ou Avançado,Trabalho,Nada impede,Não,>6 meses,Não,Sim,L2-25,3126.24,C,False
lead769@exemplo.com,Feminino,+55,Pós-graduação completa,Mais de 10.000,Administrativo,Instagram,Intermediário,Inglês Intermediário ou Avançado,Trabalho,Falta de prática / escuta,Não,<1 mês,Não,Não,L2-25,3882.08,B,True
lead770@exemplo.com,Masculino,+55,Superior completo,De 1.500 a 2.500,Tecnologia,Não acompanhava,Iniciante (voltando),Não Fala Outro Idioma,Pessoal,Nada impede,Não,1-3 meses,Não,Não,L2-25,2809.19,C,False
lead771@exemplo.com,Masculino,25 - 34,Médio completo,Não tenho renda.,Empreendedorismo,Não acompanhava,Iniciante (voltando),Inglês Intermediário ou Avançado,Todas Alternativas Acima,Outros,Sim,>6 meses,Não,Não,L2-25,2383.83,D,False
lead772@exemplo.com,Feminino,+55,Médio completo,De 2.500 a 5.000,Docência,Instagram,Avançado,Inglês Básico,Pessoal,Falta de disciplina / foco,Sim,1-3 meses,Não,Sim,L2-25,2586.09,D,False
lead773@exemplo.com,Feminino,+55,Pós-graduação completa,Até 1.500,Administrativo,Não acompanhava,Intermediário,Inglês Intermediário ou Avançado,Todas Alternativas Acima,Nada impede,Sim,1-3 meses,Não,Não,L2-25,3269.73,C,False
lead774@exemplo.com,Masculino,18 - 24,Superior incompleto,De 5.000 a 10.000,Administrativo,Facebook,Iniciante (voltando),Inglês Básico,Pessoal,Falta de curso presencial / professor ao vivo,Não,3-6 meses,Não,Não,L2-25,2323.4,D,False
lead775@exemplo.com,Masculino,18 - 24,Fundamental completo,De 1.500 a 2.500,Docência,YouTube,Intermediário,Outros,Intercâmbio,Falta de disciplina / foco,Não,<1 mês,Sim,Sim,L2-25,2096.11,D,False
lead776@exemplo.com,Feminino,44 - 55,Superior completo,De 1.500 a 2.500,Saúde,Instagram,Avançado,Outros,Intercâmbio,Falta de curso presencial / professor ao vivo,Sim,1-3 meses,Sim,Não,L2-25,2690.61,C,False
lead777@exemplo.com,Feminino,44 - 55,Pós-graduação completa,De 5.000 a 10.000,Vendas,YouTube,Avançado,Inglês Intermediário ou Avançado,Viagem,Falta de prática / escuta,Não,<1 mês,Sim,Não,L2-25,3514.36,B,True
lead778@exemplo.com,Feminino,35 - 44,Fundamental completo,De 5.000 a 10.000,Docência,Instagram,Avançado,Inglês Básico,Todas Alternativas Acima,Falta de curso presencial / professor ao vivo,Não,>6 meses,Sim,Sim,L2-25,2762.38,C,False
lead779@exemplo.com,Masculino,44 - 55,Pós-graduação completa,Mais de 10.000,Outros,YouTube,Iniciante (voltando),Outros,Trabalho,Outros,Não,<1 mês,Sim,Sim,L2-25,3170.98,C,False
lead780@exemplo.com,Masculino,44 - 55,Pós-graduação completa,Mais de 10.000,Docência,Instagram,Perdido,Inglês Intermediário ou Avançado,Trabalho,Nada impede,Não,3-6 meses,Não,Sim,L2-25,3413.8,B,True
lead781@exemplo.com,Feminino,35 - 44,Médio incompleto,De 1.500 a 2.500,Administrativo,Facebook,Perdido,Inglês Intermediário ou Avançado,Todas Alternativas Acima,Nada impede,Não,<1 mês,Sim,Sim,L2-25,2861.3,C,False
lead782@exemplo.com,Masculino,35 - 44,Superior completo,De 2.500 a 5.000,Docência,Não acompanhava,Perdido,Outros,Todas Alternativas Acima,Falta de disciplina / foco,Sim,1-3 meses,Sim,Não,L2-25,2271.35,D,False
lead783@exemplo.com,Masculino,25 - 34,Médio incompleto,Não tenho renda.,Tecnologia,Instagram,Iniciante (voltando),Outros,Trabalho,Falta de curso presencial / professor ao vivo,Não,>6 meses,Sim,Não,L2-25,2069.69,D,False
lead784@exemplo.com,Feminino,35 - 44,Superior incompleto,De 5.000 a 10.000,Tecnologia,Outros,Iniciante (voltando),Inglês Básico,Intercâmbio,Falta de disciplina / foco,Sim,3-6 meses,Sim,Não,L2-25,2776.68,C,False
lead785@exemplo.com,Feminino,35 - 44,Pós-graduação completa,De 5.000 a 10.000,Saúde,Instagram,Iniciante (voltando),Outros,Viagem,Falta de curso presencial / professor ao vivo,Sim,<1 mês,Não,Não,L2-25,3339.32,C,False
lead786@exemplo.com,Masculino,44 - 55,Médio completo,De 2.500 a 5.000,Saúde,Facebook,Avançado,Inglês Básico,Viagem,Outros,Não,>6 meses,Sim,Sim,L2-25,2214.71,D,False
lead787@exemplo.com,Masculino,25 - 34,Fundamental completo,Não tenho renda.,Saúde,YouTube,Intermediário,Não Fala Outro Idioma,Trabalho,Falta de disciplina / foco,Sim,3-6 meses,Sim,Não,L2-25,2898.11,C,False
lead788@exemplo.com,Masculino,18 - 24,Pós-graduação completa,De 5.000 a 10.000,Saúde,Não acompanhava,Perdido,Não Fala Outro Idioma,Viagem,Falta de prática / escuta,Sim,1-3 meses,Não,Sim,L2-25,2756.81,C,False
lead789@exemplo.com,Masculino,+55,Superior completo,De 2.500 a 5.000,Outros,Facebook,Avançado,Inglês Intermediário ou Avançado,Intercâmbio,Nada impede,Sim,<1 mês,Sim,Sim,L2-25,2525.14,D,False
lead790@exemplo.com,Masculino,18 - 24,Superior completo,De 5.000 a 10.000,Outros,YouTube,Avançado,Inglês Básico,Trabalho,Falta de disciplina / foco,Não,1-3 meses,Sim,Sim,L2-25,2301.54,D,False
lead791@exemplo.com,Masculino,35 - 44,Superior completo,Até 1.500,CLT,Outros,Iniciante (voltando),Inglês Básico,Pessoal,Falta de disciplina / foco,Sim,3-6 meses,Não,Sim,L2-25,1980.53,D,False
lead792@exemplo.com,Feminino,35 - 44,Médio completo,De 5.000 a 10.000,Saúde,YouTube,Iniciante (voltando),Inglês Intermediário ou Avançado,Intercâmbio,Falta de prática / escuta,Não,<1 mês,Sim,Não,L2-25,3132.82,C,False
lead793@exemplo.com,Masculino,35 - 44,Médio completo,De 2.500 a 5.000,Empreendedorismo,YouTube,Iniciante (voltando),Inglês Intermediário ou Avançado,Trabalho,Falta de disciplina / foco,Sim,>6 meses,Não,Não,L2-25,2591.17,D,False
lead794@exemplo.com,Feminino,44 - 55,Superior completo,Até 1.500,Docência,Outros,Perdido,Outros,Viagem,Nada impede,Não,>6 meses,Sim,Não,L2-25,2442.44,D,False
lead795@exemplo.com,Feminino,25 - 34,Médio incompleto,De 1.500 a 2.500,Empreendedorismo,YouTube,Perdido,Outros,Pessoal,Falta de disciplina / foco,Sim,3-6 meses,Sim,Não,L2-25,2469.57,D,False
lead796@exemplo.com,Feminino,25 - 34,Médio incompleto,Até 1.500,Tecnologia,Facebook,Perdido,Não Fala Outro Idioma,Todas Alternativas Acima,Falta de curso presencial / professor ao vivo,Não,3-6 meses,Sim,Não,L2-25,3317.92,C,False
